TA1AAM ✅ (Alfa, Alfa, Mike) 🟢 🟢 ⚫️
TA1GHM ✅ (Golf, Hotel, Mike)
TA1GHN ✅ (Golf, Hotel, November)
TA1GHO ✅ (Golf, Hotel, Oscar)
TA1GHP ✅ (Golf, Hotel, Papa)
TA1GHQ ✅ (Golf, Hotel, Quebec)
TA1GHR ✅ (Golf, Hotel, Romeo)
TA1GHS ✅ (Golf, Hotel, Sierra)
TA1GHT ✅ (Golf, Hotel, Tango)
TA1GHU ✅ (Golf, Hotel, Uniform)
TA1GHV ✅ (Golf, Hotel, Victor)
TA1GHW ✅ (Golf, Hotel, Whiskey)
TA1GHX ✅ (Golf, Hotel, X-ray)
TA1GHY ✅ (Golf, Hotel, Yankee)
TA1GHZ ✅ (Golf, Hotel, Zulu)
TA1GIB ✅ (Golf, India, Bravo)
TA1GIC ✅ (Golf, India, Charlie)
TA1GID ✅ (Golf, India, Delta)
TA1GIE ✅ (Golf, India, Echo)
TA1GIF ✅ (Golf, India, Foxtrot)
TA1GIG ✅ (Golf, India, Golf) 🟢 ⚫️ 🟢
TA1GIH ✅ (Golf, India, Hotel)
TA1GII ✅ (Golf, India, India) ⚫️ 🟢 🟢
TA1GIJ ✅ (Golf, India, Juliett)
TA1GIL ✅ (Golf, India, Lima)
TA1GIM ✅ (Golf, India, Mike)
TA1GIN ✅ (Golf, India, November)
TA1GIO ✅ (Golf, India, Oscar)
TA1GIP ✅ (Golf, India, Papa)
TA1GIQ ✅ (Golf, India, Quebec)
TA1GIR ✅ (Golf, India, Romeo)
TA1GIS ✅ (Golf, India, Sierra)
TA1GIT ✅ (Golf, India, Tango)
TA1GIU ✅ (Golf, India, Uniform)
TA1GIV ✅ (Golf, India, Victor)
TA1GIW ✅ (Golf, India, Whiskey)
TA1GIX ✅ (Golf, India, X-ray)
TA1GIY ✅ (Golf, India, Yankee)
TA1GIZ ✅ (Golf, India, Zulu)
TA1GJA ✅ (Golf, Juliett, Alfa)
TA1GJB ✅ (Golf, Juliett, Bravo)
TA1GJC ✅ (Golf, Juliett, Charlie)
TA1GJD ✅ (Golf, Juliett, Delta)
TA1GJE ✅ (Golf, Juliett, Echo)
TA1GJF ✅ (Golf, Juliett, Foxtrot)
TA1GJG ✅ (Golf, Juliett, Golf) 🟢 ⚫️ 🟢
TA1GJH ✅ (Golf, Juliett, Hotel)
TA1GJI ✅ (Golf, Juliett, India)
TA1GJJ ✅ (Golf, Juliett, Juliett) ⚫️ 🟢 🟢
TA1GJK ✅ (Golf, Juliett, Kilo)
TA1GJL ✅ (Golf, Juliett, Lima)
TA1GJM ✅ (Golf, Juliett, Mike)
TA1GJN ✅ (Golf, Juliett, November)
TA1GJO ✅ (Golf, Juliett, Oscar)
TA1GJP ✅ (Golf, Juliett, Papa)
TA1GJQ ✅ (Golf, Juliett, Quebec)
TA1GJR ✅ (Golf, Juliett, Romeo)
TA1GJS ✅ (Golf, Juliett, Sierra)
TA1GJT ✅ (Golf, Juliett, Tango)
TA1GJU ✅ (Golf, Juliett, Uniform)
TA1GJV ✅ (Golf, Juliett, Victor)
TA1GJW ✅ (Golf, Juliett, Whiskey)
TA1GJX ✅ (Golf, Juliett, X-ray)
TA1GJY ✅ (Golf, Juliett, Yankee)
TA1GJZ ✅ (Golf, Juliett, Zulu)
TA1GKB ✅ (Golf, Kilo, Bravo)
TA1GKC ✅ (Golf, Kilo, Charlie)
TA1GKD ✅ (Golf, Kilo, Delta)
TA1GKE ✅ (Golf, Kilo, Echo)
TA1GKF ✅ (Golf, Kilo, Foxtrot)
TA1GKI ✅ (Golf, Kilo, India)
TA1GKJ ✅ (Golf, Kilo, Juliett)
TA1GKK ✅ (Golf, Kilo, Kilo) ⚫️ 🟢 🟢
TA1GKL ✅ (Golf, Kilo, Lima)
TA1GKP ✅ (Golf, Kilo, Papa)
TA1GKQ ✅ (Golf, Kilo, Quebec)
TA1GKR ✅ (Golf, Kilo, Romeo)
TA1GKS ✅ (Golf, Kilo, Sierra)
TA1GKU ✅ (Golf, Kilo, Uniform)
TA1GKV ✅ (Golf, Kilo, Victor)
TA1GKW ✅ (Golf, Kilo, Whiskey)
TA1GKX ✅ (Golf, Kilo, X-ray)
TA1GKY ✅ (Golf, Kilo, Yankee)
TA1GKZ ✅ (Golf, Kilo, Zulu)
TA1GLA ✅ (Golf, Lima, Alfa)
TA1GLB ✅ (Golf, Lima, Bravo)
TA1GLC ✅ (Golf, Lima, Charlie)
TA1GLD ✅ (Golf, Lima, Delta)
TA1GLE ✅ (Golf, Lima, Echo)
TA1GLF ✅ (Golf, Lima, Foxtrot)
TA1GLG ✅ (Golf, Lima, Golf) 🟢 ⚫️ 🟢
TA1GLH ✅ (Golf, Lima, Hotel)
TA1GLI ✅ (Golf, Lima, India)
TA1GLJ ✅ (Golf, Lima, Juliett)
TA1GLK ✅ (Golf, Lima, Kilo)
TA1GLL ✅ (Golf, Lima, Lima) ⚫️ 🟢 🟢
TA1GLM ✅ (Golf, Lima, Mike)
TA1GLN ✅ (Golf, Lima, November)
TA1GLO ✅ (Golf, Lima, Oscar)
TA1GLP ✅ (Golf, Lima, Papa)
TA1GLQ ✅ (Golf, Lima, Quebec)
TA1GLS ✅ (Golf, Lima, Sierra)
TA1GLT ✅ (Golf, Lima, Tango)
TA1GLU ✅ (Golf, Lima, Uniform)
TA1GLV ✅ (Golf, Lima, Victor)
TA1GLW ✅ (Golf, Lima, Whiskey)
TA1GLX ✅ (Golf, Lima, X-ray)
TA1GLZ ✅ (Golf, Lima, Zulu)
TA1GMA ✅ (Golf, Mike, Alfa)
TA1GMB ✅ (Golf, Mike, Bravo)
TA1GMC ✅ (Golf, Mike, Charlie)
TA1GMD ✅ (Golf, Mike, Delta)
TA1GME ✅ (Golf, Mike, Echo)
TA1GMF ✅ (Golf, Mike, Foxtrot)
TA1GMG ✅ (Golf, Mike, Golf) 🟢 ⚫️ 🟢
TA1GMH ✅ (Golf, Mike, Hotel)
TA1GMI ✅ (Golf, Mike, India)
TA1GMJ ✅ (Golf, Mike, Juliett)
TA1GMK ✅ (Golf, Mike, Kilo)
TA1GML ✅ (Golf, Mike, Lima)
TA1GMM ✅ (Golf, Mike, Mike) ⚫️ 🟢 🟢
TA1GMN ✅ (Golf, Mike, November)
TA1GMO ✅ (Golf, Mike, Oscar)
TA1GMP ✅ (Golf, Mike, Papa)
TA1GMQ ✅ (Golf, Mike, Quebec)
TA1GMR ✅ (Golf, Mike, Romeo)
TA1GMT ✅ (Golf, Mike, Tango)
TA1GMU ✅ (Golf, Mike, Uniform)
TA1GMV ✅ (Golf, Mike, Victor)
TA1GMW ✅ (Golf, Mike, Whiskey)
TA1GMY ✅ (Golf, Mike, Yankee)
TA1GNA ✅ (Golf, November, Alfa)
TA1GNB ✅ (Golf, November, Bravo)
TA1GND ✅ (Golf, November, Delta)
TA1GNE ✅ (Golf, November, Echo)
TA1GNF ✅ (Golf, November, Foxtrot)
TA1GNG ✅ (Golf, November, Golf) 🟢 ⚫️ 🟢
TA1GNH ✅ (Golf, November, Hotel)
TA1GNI ✅ (Golf, November, India)
TA1GNJ ✅ (Golf, November, Juliett)
TA1GNK ✅ (Golf, November, Kilo)
TA1GNM ✅ (Golf, November, Mike)
TA1GNN ✅ (Golf, November, November) ⚫️ 🟢 🟢
TA1GNP ✅ (Golf, November, Papa)
TA1GNQ ✅ (Golf, November, Quebec)
TA1GNR ✅ (Golf, November, Romeo)
TA1GNT ✅ (Golf, November, Tango)
TA1GNU ✅ (Golf, November, Uniform)
TA1GNV ✅ (Golf, November, Victor)
TA1GNW ✅ (Golf, November, Whiskey)
TA1GNX ✅ (Golf, November, X-ray)
TA1GOA ✅ (Golf, Oscar, Alfa)
TA1GOB ✅ (Golf, Oscar, Bravo)
TA1GOC ✅ (Golf, Oscar, Charlie)
TA1GOD ✅ (Golf, Oscar, Delta)
TA1GOE ✅ (Golf, Oscar, Echo)
TA1GOF ✅ (Golf, Oscar, Foxtrot)
TA1GOG ✅ (Golf, Oscar, Golf) 🟢 ⚫️ 🟢
TA1GOH ✅ (Golf, Oscar, Hotel)
TA1GOI ✅ (Golf, Oscar, India)
TA1GOJ ✅ (Golf, Oscar, Juliett)
TA1GOM ✅ (Golf, Oscar, Mike)
TA1GON ✅ (Golf, Oscar, November)
TA1GOO ✅ (Golf, Oscar, Oscar) ⚫️ 🟢 🟢
TA1GOP ✅ (Golf, Oscar, Papa)
TA1GOQ ✅ (Golf, Oscar, Quebec)
TA1GOR ✅ (Golf, Oscar, Romeo)
TA1GOT ✅ (Golf, Oscar, Tango)
TA1GOU ✅ (Golf, Oscar, Uniform)
TA1GOV ✅ (Golf, Oscar, Victor)
TA1GOW ✅ (Golf, Oscar, Whiskey)
TA1GOX ✅ (Golf, Oscar, X-ray)
TA1GOY ✅ (Golf, Oscar, Yankee)
TA1GOZ ✅ (Golf, Oscar, Zulu)
TA1GPA ✅ (Golf, Papa, Alfa)
TA1GPB ✅ (Golf, Papa, Bravo)
TA1GPC ✅ (Golf, Papa, Charlie)
TA1GPD ✅ (Golf, Papa, Delta)
TA1GPE ✅ (Golf, Papa, Echo)
TA1GPF ✅ (Golf, Papa, Foxtrot)
TA1GPG ✅ (Golf, Papa, Golf) 🟢 ⚫️ 🟢
TA1GPH ✅ (Golf, Papa, Hotel)
TA1GPI ✅ (Golf, Papa, India)
TA1GPJ ✅ (Golf, Papa, Juliett)
TA1GPK ✅ (Golf, Papa, Kilo)
TA1GPL ✅ (Golf, Papa, Lima)
TA1GPM ✅ (Golf, Papa, Mike)
TA1GPN ✅ (Golf, Papa, November)
TA1GPO ✅ (Golf, Papa, Oscar)
TA1GPP ✅ (Golf, Papa, Papa) ⚫️ 🟢 🟢
TA1GPQ ✅ (Golf, Papa, Quebec)
TA1GPR ✅ (Golf, Papa, Romeo)
TA1GPT ✅ (Golf, Papa, Tango)
TA1GPU ✅ (Golf, Papa, Uniform)
TA1GPV ✅ (Golf, Papa, Victor)
TA1GPW ✅ (Golf, Papa, Whiskey)
TA1GPX ✅ (Golf, Papa, X-ray)
TA1GPY ✅ (Golf, Papa, Yankee)
TA1GPZ ✅ (Golf, Papa, Zulu)
TA1GQA ✅ (Golf, Quebec, Alfa)
TA1GQB ✅ (Golf, Quebec, Bravo)
TA1GQC ✅ (Golf, Quebec, Charlie)
TA1GQD ✅ (Golf, Quebec, Delta)
TA1GQE ✅ (Golf, Quebec, Echo)
TA1GQF ✅ (Golf, Quebec, Foxtrot)
TA1GQG ✅ (Golf, Quebec, Golf) 🟢 ⚫️ 🟢
TA1GQH ✅ (Golf, Quebec, Hotel)
TA1GQI ✅ (Golf, Quebec, India)
TA1GQJ ✅ (Golf, Quebec, Juliett)
TA1GQK ✅ (Golf, Quebec, Kilo)
TA1GQL ✅ (Golf, Quebec, Lima)
TA1GQM ✅ (Golf, Quebec, Mike)
TA1GQN ✅ (Golf, Quebec, November)
TA1GQO ✅ (Golf, Quebec, Oscar)
TA1GQP ✅ (Golf, Quebec, Papa)
TA1GQQ ✅ (Golf, Quebec, Quebec) ⚫️ 🟢 🟢
TA1GQR ✅ (Golf, Quebec, Romeo)
TA1GQS ✅ (Golf, Quebec, Sierra)
TA1GQT ✅ (Golf, Quebec, Tango)
TA1GQU ✅ (Golf, Quebec, Uniform)
TA1GQV ✅ (Golf, Quebec, Victor)
TA1GQW ✅ (Golf, Quebec, Whiskey)
TA1GQX ✅ (Golf, Quebec, X-ray)
TA1GQY ✅ (Golf, Quebec, Yankee)
TA1GQZ ✅ (Golf, Quebec, Zulu)
TA1GRA ✅ (Golf, Romeo, Alfa)
TA1GRB ✅ (Golf, Romeo, Bravo)
TA1GRD ✅ (Golf, Romeo, Delta)
TA1GRE ✅ (Golf, Romeo, Echo)
TA1GRF ✅ (Golf, Romeo, Foxtrot)
TA1GRG ✅ (Golf, Romeo, Golf) 🟢 ⚫️ 🟢
TA1GRJ ✅ (Golf, Romeo, Juliett)
TA1GRL ✅ (Golf, Romeo, Lima)
TA1GRM ✅ (Golf, Romeo, Mike)
TA1GRO ✅ (Golf, Romeo, Oscar)
TA1GRP ✅ (Golf, Romeo, Papa)
TA1GRQ ✅ (Golf, Romeo, Quebec)
TA1GRR ✅ (Golf, Romeo, Romeo) ⚫️ 🟢 🟢
TA1GRS ✅ (Golf, Romeo, Sierra)
TA1GRU ✅ (Golf, Romeo, Uniform)
TA1GRV ✅ (Golf, Romeo, Victor)
TA1GRW ✅ (Golf, Romeo, Whiskey)
TA1GRX ✅ (Golf, Romeo, X-ray)
TA1GSA ✅ (Golf, Sierra, Alfa)
TA1GSB ✅ (Golf, Sierra, Bravo)
TA1GSC ✅ (Golf, Sierra, Charlie)
TA1GSD ✅ (Golf, Sierra, Delta)
TA1GSF ✅ (Golf, Sierra, Foxtrot)
TA1GSG ✅ (Golf, Sierra, Golf) 🟢 ⚫️ 🟢
TA1GSH ✅ (Golf, Sierra, Hotel)
TA1GSI ✅ (Golf, Sierra, India)
TA1GSJ ✅ (Golf, Sierra, Juliett)
TA1GSK ✅ (Golf, Sierra, Kilo)
TA1GSM ✅ (Golf, Sierra, Mike)
TA1GSN ✅ (Golf, Sierra, November)
TA1GSO ✅ (Golf, Sierra, Oscar)
TA1GSP ✅ (Golf, Sierra, Papa)
TA1GSQ ✅ (Golf, Sierra, Quebec)
TA1GSR ✅ (Golf, Sierra, Romeo)
TA1GST ✅ (Golf, Sierra, Tango)
TA1GSU ✅ (Golf, Sierra, Uniform)
TA1GSV ✅ (Golf, Sierra, Victor)
TA1GSW ✅ (Golf, Sierra, Whiskey)
TA1GSY ✅ (Golf, Sierra, Yankee)
TA1GSZ ✅ (Golf, Sierra, Zulu)
TA1GTB ✅ (Golf, Tango, Bravo)
TA1GTC ✅ (Golf, Tango, Charlie)
TA1GTD ✅ (Golf, Tango, Delta)
TA1GTE ✅ (Golf, Tango, Echo)
TA1GTF ✅ (Golf, Tango, Foxtrot)
TA1GTG ✅ (Golf, Tango, Golf) 🟢 ⚫️ 🟢
TA1GTH ✅ (Golf, Tango, Hotel)
TA1GTI ✅ (Golf, Tango, India)
TA1GTJ ✅ (Golf, Tango, Juliett)
TA1GTK ✅ (Golf, Tango, Kilo)
TA1GTL ✅ (Golf, Tango, Lima)
TA1GTM ✅ (Golf, Tango, Mike)
TA1GTO ✅ (Golf, Tango, Oscar)
TA1GTP ✅ (Golf, Tango, Papa)
TA1GTQ ✅ (Golf, Tango, Quebec)
TA1GTS ✅ (Golf, Tango, Sierra)
TA1GTT ✅ (Golf, Tango, Tango) ⚫️ 🟢 🟢
TA1GTU ✅ (Golf, Tango, Uniform)
TA1GTV ✅ (Golf, Tango, Victor)
TA1GTW ✅ (Golf, Tango, Whiskey)
TA1GTX ✅ (Golf, Tango, X-ray)
TA1GTY ✅ (Golf, Tango, Yankee)
TA1GTZ ✅ (Golf, Tango, Zulu)
TA1GUB ✅ (Golf, Uniform, Bravo)
TA1GUC ✅ (Golf, Uniform, Charlie)
TA1GUD ✅ (Golf, Uniform, Delta)
TA1GUE ✅ (Golf, Uniform, Echo)
TA1GUF ✅ (Golf, Uniform, Foxtrot)
TA1GUG ✅ (Golf, Uniform, Golf) 🟢 ⚫️ 🟢
TA1GUH ✅ (Golf, Uniform, Hotel)
TA1GUI ✅ (Golf, Uniform, India)
TA1GUJ ✅ (Golf, Uniform, Juliett)
TA1GUK ✅ (Golf, Uniform, Kilo)
TA1GUM ✅ (Golf, Uniform, Mike)
TA1GUO ✅ (Golf, Uniform, Oscar)
TA1GUP ✅ (Golf, Uniform, Papa)
TA1GUQ ✅ (Golf, Uniform, Quebec)
TA1GUS ✅ (Golf, Uniform, Sierra)
TA1GUT ✅ (Golf, Uniform, Tango)
TA1GUU ✅ (Golf, Uniform, Uniform) ⚫️ 🟢 🟢
TA1GUW ✅ (Golf, Uniform, Whiskey)
TA1GUX ✅ (Golf, Uniform, X-ray)
TA1GUY ✅ (Golf, Uniform, Yankee)
TA1GVA ✅ (Golf, Victor, Alfa)
TA1GVB ✅ (Golf, Victor, Bravo)
TA1GVC ✅ (Golf, Victor, Charlie)
TA1GVD ✅ (Golf, Victor, Delta)
TA1GVE ✅ (Golf, Victor, Echo)
TA1GVF ✅ (Golf, Victor, Foxtrot)
TA1GVG ✅ (Golf, Victor, Golf) 🟢 ⚫️ 🟢
TA1GVH ✅ (Golf, Victor, Hotel)
TA1GVI ✅ (Golf, Victor, India)
TA1GVJ ✅ (Golf, Victor, Juliett)
TA1GVK ✅ (Golf, Victor, Kilo)
TA1GVL ✅ (Golf, Victor, Lima)
TA1GVM ✅ (Golf, Victor, Mike)
TA1GVO ✅ (Golf, Victor, Oscar)
TA1GVP ✅ (Golf, Victor, Papa)
TA1GVQ ✅ (Golf, Victor, Quebec)
TA1GVR ✅ (Golf, Victor, Romeo)
TA1GVS ✅ (Golf, Victor, Sierra)
TA1GVT ✅ (Golf, Victor, Tango)
TA1GVU ✅ (Golf, Victor, Uniform)
TA1GVV ✅ (Golf, Victor, Victor) ⚫️ 🟢 🟢
TA1GVW ✅ (Golf, Victor, Whiskey)
TA1GVX ✅ (Golf, Victor, X-ray)
TA1GVY ✅ (Golf, Victor, Yankee)
TA1GVZ ✅ (Golf, Victor, Zulu)
TA1GWA ✅ (Golf, Whiskey, Alfa)
TA1GWB ✅ (Golf, Whiskey, Bravo)
TA1GWC ✅ (Golf, Whiskey, Charlie)
TA1GWD ✅ (Golf, Whiskey, Delta)
TA1GWE ✅ (Golf, Whiskey, Echo)
TA1GWF ✅ (Golf, Whiskey, Foxtrot)
TA1GWG ✅ (Golf, Whiskey, Golf) 🟢 ⚫️ 🟢
TA1GWH ✅ (Golf, Whiskey, Hotel)
TA1GWI ✅ (Golf, Whiskey, India)
TA1GWJ ✅ (Golf, Whiskey, Juliett)
TA1GWK ✅ (Golf, Whiskey, Kilo)
TA1GWL ✅ (Golf, Whiskey, Lima)
TA1GWM ✅ (Golf, Whiskey, Mike)
TA1GWN ✅ (Golf, Whiskey, November)
TA1GWO ✅ (Golf, Whiskey, Oscar)
TA1GWP ✅ (Golf, Whiskey, Papa)
TA1GWQ ✅ (Golf, Whiskey, Quebec)
TA1GWR ✅ (Golf, Whiskey, Romeo)
TA1GWS ✅ (Golf, Whiskey, Sierra)
TA1GWT ✅ (Golf, Whiskey, Tango)
TA1GWU ✅ (Golf, Whiskey, Uniform)
TA1GWV ✅ (Golf, Whiskey, Victor)
TA1GWW ✅ (Golf, Whiskey, Whiskey) ⚫️ 🟢 🟢
TA1GWX ✅ (Golf, Whiskey, X-ray)
TA1GWY ✅ (Golf, Whiskey, Yankee)
TA1GWZ ✅ (Golf, Whiskey, Zulu)
TA1GXA ✅ (Golf, X-ray, Alfa)
TA1GXB ✅ (Golf, X-ray, Bravo)
TA1GXC ✅ (Golf, X-ray, Charlie)
TA1GXD ✅ (Golf, X-ray, Delta)
TA1GXE ✅ (Golf, X-ray, Echo)
TA1GXF ✅ (Golf, X-ray, Foxtrot)
TA1GXG ✅ (Golf, X-ray, Golf) 🟢 ⚫️ 🟢
TA1GXH ✅ (Golf, X-ray, Hotel)
TA1GXI ✅ (Golf, X-ray, India)
TA1GXJ ✅ (Golf, X-ray, Juliett)
TA1GXK ✅ (Golf, X-ray, Kilo)
TA1GXL ✅ (Golf, X-ray, Lima)
TA1GXM ✅ (Golf, X-ray, Mike)
TA1GXN ✅ (Golf, X-ray, November)
TA1GXO ✅ (Golf, X-ray, Oscar)
TA1GXP ✅ (Golf, X-ray, Papa)
TA1GXQ ✅ (Golf, X-ray, Quebec)
TA1GXR ✅ (Golf, X-ray, Romeo)
TA1GXS ✅ (Golf, X-ray, Sierra)
TA1GXT ✅ (Golf, X-ray, Tango)
TA1GXU ✅ (Golf, X-ray, Uniform)
TA1GXV ✅ (Golf, X-ray, Victor)
TA1GXW ✅ (Golf, X-ray, Whiskey)
TA1GXX ✅ (Golf, X-ray, X-ray) ⚫️ 🟢 🟢
TA1GXY ✅ (Golf, X-ray, Yankee)
TA1GXZ ✅ (Golf, X-ray, Zulu)
TA1GYB ✅ (Golf, Yankee, Bravo)
TA1GYC ✅ (Golf, Yankee, Charlie)
TA1GYD ✅ (Golf, Yankee, Delta)
TA1GYE ✅ (Golf, Yankee, Echo)
TA1GYF ✅ (Golf, Yankee, Foxtrot)
TA1GYG ✅ (Golf, Yankee, Golf) 🟢 ⚫️ 🟢
TA1GYH ✅ (Golf, Yankee, Hotel)
TA1GYI ✅ (Golf, Yankee, India)
TA1GYJ ✅ (Golf, Yankee, Juliett)
TA1GYK ✅ (Golf, Yankee, Kilo)
TA1GYL ✅ (Golf, Yankee, Lima)
TA1GYM ✅ (Golf, Yankee, Mike)
TA1GYN ✅ (Golf, Yankee, November)
TA1GYO ✅ (Golf, Yankee, Oscar)
TA1GYP ✅ (Golf, Yankee, Papa)
TA1GYQ ✅ (Golf, Yankee, Quebec)
TA1GYR ✅ (Golf, Yankee, Romeo)
TA1GYS ✅ (Golf, Yankee, Sierra)
TA1GYT ✅ (Golf, Yankee, Tango)
TA1GYU ✅ (Golf, Yankee, Uniform)
TA1GYV ✅ (Golf, Yankee, Victor)
TA1GYW ✅ (Golf, Yankee, Whiskey)
TA1GYX ✅ (Golf, Yankee, X-ray)
TA1GYY ✅ (Golf, Yankee, Yankee) ⚫️ 🟢 🟢
TA1GYZ ✅ (Golf, Yankee, Zulu)
TA1GZA ✅ (Golf, Zulu, Alfa)
TA1GZB ✅ (Golf, Zulu, Bravo)
TA1GZC ✅ (Golf, Zulu, Charlie)
TA1GZE ✅ (Golf, Zulu, Echo)
TA1GZF ✅ (Golf, Zulu, Foxtrot)
TA1GZG ✅ (Golf, Zulu, Golf) 🟢 ⚫️ 🟢
TA1GZH ✅ (Golf, Zulu, Hotel)
TA1GZJ ✅ (Golf, Zulu, Juliett)
TA1GZK ✅ (Golf, Zulu, Kilo)
TA1GZL ✅ (Golf, Zulu, Lima)
TA1GZN ✅ (Golf, Zulu, November)
TA1GZO ✅ (Golf, Zulu, Oscar)
TA1GZP ✅ (Golf, Zulu, Papa)
TA1GZQ ✅ (Golf, Zulu, Quebec)
TA1GZR ✅ (Golf, Zulu, Romeo)
TA1GZS ✅ (Golf, Zulu, Sierra)
TA1GZT ✅ (Golf, Zulu, Tango)
TA1GZU ✅ (Golf, Zulu, Uniform)
TA1GZV ✅ (Golf, Zulu, Victor)
TA1GZW ✅ (Golf, Zulu, Whiskey)
TA1GZX ✅ (Golf, Zulu, X-ray)
TA1GZZ ✅ (Golf, Zulu, Zulu) ⚫️ 🟢 🟢
TA1HAA ✅ (Hotel, Alfa, Alfa) ⚫️ 🟢 🟢
TA1HAD ✅ (Hotel, Alfa, Delta)
TA1HAE ✅ (Hotel, Alfa, Echo)
TA1HAF ✅ (Hotel, Alfa, Foxtrot)
TA1HAG ✅ (Hotel, Alfa, Golf)
TA1HAH ✅ (Hotel, Alfa, Hotel) 🟢 ⚫️ 🟢
TA1HAI ✅ (Hotel, Alfa, India)
TA1HAJ ✅ (Hotel, Alfa, Juliett)
TA1HAL ✅ (Hotel, Alfa, Lima)
TA1HAO ✅ (Hotel, Alfa, Oscar)
TA1HAP ✅ (Hotel, Alfa, Papa)
TA1HAQ ✅ (Hotel, Alfa, Quebec)
TA1HAT ✅ (Hotel, Alfa, Tango)
TA1HAU ✅ (Hotel, Alfa, Uniform)
TA1HAV ✅ (Hotel, Alfa, Victor)
TA1HAW ✅ (Hotel, Alfa, Whiskey)
TA1HAX ✅ (Hotel, Alfa, X-ray)
TA1HBC ✅ (Hotel, Bravo, Charlie)
TA1HBD ✅ (Hotel, Bravo, Delta)
TA1HBE ✅ (Hotel, Bravo, Echo)
TA1HBF ✅ (Hotel, Bravo, Foxtrot)
TA1HBG ✅ (Hotel, Bravo, Golf)
TA1HBH ✅ (Hotel, Bravo, Hotel) 🟢 ⚫️ 🟢
TA1HBI ✅ (Hotel, Bravo, India)
TA1HBJ ✅ (Hotel, Bravo, Juliett)
TA1HBK ✅ (Hotel, Bravo, Kilo)
TA1HBL ✅ (Hotel, Bravo, Lima)
TA1HBN ✅ (Hotel, Bravo, November)
TA1HBP ✅ (Hotel, Bravo, Papa)
TA1HBQ ✅ (Hotel, Bravo, Quebec)
TA1HBR ✅ (Hotel, Bravo, Romeo)
TA1HBT ✅ (Hotel, Bravo, Tango)
TA1HBU ✅ (Hotel, Bravo, Uniform)
TA1HBV ✅ (Hotel, Bravo, Victor)
TA1HBW ✅ (Hotel, Bravo, Whiskey)
TA1HBX ✅ (Hotel, Bravo, X-ray)
TA1HBY ✅ (Hotel, Bravo, Yankee)
TA1HBZ ✅ (Hotel, Bravo, Zulu)
TA1HCA ✅ (Hotel, Charlie, Alfa)
TA1HCB ✅ (Hotel, Charlie, Bravo)
TA1HCC ✅ (Hotel, Charlie, Charlie) ⚫️ 🟢 🟢
TA1HCD ✅ (Hotel, Charlie, Delta)
TA1HCE ✅ (Hotel, Charlie, Echo)
TA1HCF ✅ (Hotel, Charlie, Foxtrot)
TA1HCG ✅ (Hotel, Charlie, Golf)
TA1HCI ✅ (Hotel, Charlie, India)
TA1HCJ ✅ (Hotel, Charlie, Juliett)
TA1HCK ✅ (Hotel, Charlie, Kilo)
TA1HCL ✅ (Hotel, Charlie, Lima)
TA1HCM ✅ (Hotel, Charlie, Mike)
TA1HCO ✅ (Hotel, Charlie, Oscar)
TA1HCP ✅ (Hotel, Charlie, Papa)
TA1HCQ ✅ (Hotel, Charlie, Quebec)
TA1HCR ✅ (Hotel, Charlie, Romeo)
TA1HCS ✅ (Hotel, Charlie, Sierra)
TA1HCT ✅ (Hotel, Charlie, Tango)
TA1HCU ✅ (Hotel, Charlie, Uniform)
TA1HCV ✅ (Hotel, Charlie, Victor)
TA1HCW ✅ (Hotel, Charlie, Whiskey)
TA1HCX ✅ (Hotel, Charlie, X-ray)
TA1HCZ ✅ (Hotel, Charlie, Zulu)
TA1HDA ✅ (Hotel, Delta, Alfa)
TA1HDB ✅ (Hotel, Delta, Bravo)
TA1HDD ✅ (Hotel, Delta, Delta) ⚫️ 🟢 🟢
TA1HDE ✅ (Hotel, Delta, Echo)
TA1HDF ✅ (Hotel, Delta, Foxtrot)
TA1HDG ✅ (Hotel, Delta, Golf)
TA1HDH ✅ (Hotel, Delta, Hotel) 🟢 ⚫️ 🟢
TA1HDI ✅ (Hotel, Delta, India)
TA1HDJ ✅ (Hotel, Delta, Juliett)
TA1HDK ✅ (Hotel, Delta, Kilo)
TA1HDL ✅ (Hotel, Delta, Lima)
TA1HDM ✅ (Hotel, Delta, Mike)
TA1HDN ✅ (Hotel, Delta, November)
TA1HDO ✅ (Hotel, Delta, Oscar)
TA1HDP ✅ (Hotel, Delta, Papa)
TA1HDQ ✅ (Hotel, Delta, Quebec)
TA1HDR ✅ (Hotel, Delta, Romeo)
TA1HDS ✅ (Hotel, Delta, Sierra)
TA1HDT ✅ (Hotel, Delta, Tango)
TA1HDU ✅ (Hotel, Delta, Uniform)
TA1HDV ✅ (Hotel, Delta, Victor)
TA1HDX ✅ (Hotel, Delta, X-ray)
TA1HDY ✅ (Hotel, Delta, Yankee)
TA1HDZ ✅ (Hotel, Delta, Zulu)
TA1HEA ✅ (Hotel, Echo, Alfa)
TA1HEB ✅ (Hotel, Echo, Bravo)
TA1HEC ✅ (Hotel, Echo, Charlie)
TA1HED ✅ (Hotel, Echo, Delta)
TA1HEG ✅ (Hotel, Echo, Golf)
TA1HEH ✅ (Hotel, Echo, Hotel) 🟢 ⚫️ 🟢
TA1HEI ✅ (Hotel, Echo, India)
TA1HEJ ✅ (Hotel, Echo, Juliett)
TA1HEK ✅ (Hotel, Echo, Kilo)
TA1HEL ✅ (Hotel, Echo, Lima)
